"original order","Book","Chapter","Verse","lex","Verb classes","Verb classes correction","g_word_nocant","not usable for exercises because K/Q","g_word_nocant_utf8","ps","nu","gn","vt","vs","suffix_person","suffix_number","suffix_gender","ps2","nu2","gn2","vt2","vs2","suffix_person2","suffix_number2","suffix_gender2","ps3","nu3","gn3","vt3","vs3","suffix_person3","suffix_number3","suffix_gender3","ps4","nu4","gn4","vt4","vs4","suffix_person4","suffix_number4","suffix_gender4"
264,"Daniel",3,19,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
265,"Daniel",3,19,">ZH[","(iii_he,i_guttural)",,"M;Z;>",,"מֵזֵא","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
266,"Daniel",3,19,"XZH[","(iii_he,i_guttural)",,"X:AZ;H",,"חֲזֵה","unknown","sg","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
267,"Daniel",3,19,">ZH[","(iii_he,i_guttural)",,"M;Z:J;75H.",,"מֵזְיֵֽהּ","unknown","unknown","unknown","infc","peal","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
268,"Daniel",3,20,">MR[","(i_aleph)",,">:AMAR",,"אֲמַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
269,"Daniel",3,20,"KPT[","(regular)",,"KAP.@T@H",,"כַפָּתָה","unknown","unknown","unknown","infc","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
270,"Daniel",3,20,"RMH[","(iii_he,i_guttural)",,"MIR:M;>",,"מִרְמֵא","unknown","unknown","unknown","infc","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
271,"Daniel",3,20,"JQD[","(i_waw)",,"J@QID:T.@75>",,"יָקִֽדְתָּֽא","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
272,"Daniel",3,21,"KPT[","(regular)",,"K.:PITW.",,"כְּפִתוּ","p3","pl","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
273,"Daniel",3,21,"RMH[","(iii_he,i_guttural)",,"R:MIJW",,"רְמִיו","p3","pl","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
274,"Daniel",3,21,"JQD[","(i_waw)",,"J@QID:T.@75>",,"יָקִֽדְתָּֽא","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
275,"Daniel",3,22,"XYP[","(i_guttural)",,"MAX:Y:P@H",,"מַחְצְפָה","unknown","sg","f","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
276,"Daniel",3,22,">ZH[","(iii_he,i_guttural)",,">;Z;H",,"אֵזֵה","unknown","sg","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
277,"Daniel",3,22,"SLQ[","(regular)",,"HAS.IQW.",,"הַסִּקוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
278,"Daniel",3,22,"QVL[","(regular)",,"QAV.IL",,"קַטִּל","p3","sg","m","perf","pael","unknown","unknown","unknown","p2","sg","m","impv","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,
279,"Daniel",3,23,"NPL[","(i_nun)",,"N:PALW.",,"נְפַלוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
280,"Daniel",3,23,"JQD[","(i_waw)",,"J@QID:T.@>",,"יָֽקִדְתָּא","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
281,"Daniel",3,23,"KPT[","(regular)",,"M:KAP.:TI75JN",,"מְכַפְּתִֽין","unknown","pl","m","ptcp","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
282,"Daniel",3,24,"TWH[","(iii_he)",,"T.:WAH.",,"תְּוַהּ","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
283,"Daniel",3,24,"QWM[","(ii_waw)",,"Q@M",,"קָם","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
284,"Daniel",3,24,"BHL[","(ii_guttural)",,"HIT:B.:H@L@H",,"הִתְבְּהָלָה","unknown","unknown","unknown","infc","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
285,"Daniel",3,24,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
286,"Daniel",3,24,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
287,"Daniel",3,24,"RMH[","(iii_he,i_guttural)",,"R:M;JN@>",,"רְמֵינָא","p1","pl","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
288,"Daniel",3,24,"KPT[","(regular)",,"M:KAP.:TIJN",,"מְכַפְּתִין","unknown","pl","m","ptcp","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
289,"Daniel",3,24,"<NH[","(iii_he,i_guttural)",,"<@NAJIN",,"עָנַיִן","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
290,"Daniel",3,24,">MR[","(i_aleph)",,">@M:RIJN",,"אָמְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
291,"Daniel",3,25,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
292,"Daniel",3,25,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
293,"Daniel",3,25,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
294,"Daniel",3,25,"CRH[","(iii_he,ii_guttural)",,"C:RAJIN",,"שְׁרַיִן","unknown","pl","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
295,"Daniel",3,25,"HLK[","(i_waw,i_guttural)",,"MAH:L:KIJN",,"מַהְלְכִין","unknown","pl","m","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
296,"Daniel",3,25,"DMH[","(iii_he)",,"D.@M;H",,"דָּמֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
297,"Daniel",3,26,"QRB[","(ii_guttural)",,"Q:R;B",,"קְרֵב","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
298,"Daniel",3,26,"JQD[","(i_waw)",,"J@QID:T.@>",,"יָקִֽדְתָּא","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
299,"Daniel",3,26,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
300,"Daniel",3,26,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
301,"Daniel",3,26,"NPQ[","(i_nun)",,"P.UQW.",,"פֻּקוּ","p2","pl","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
302,"Daniel",3,26,">TH[","(iii_he,i_guttural)",,">:ETOW",,"אֱתֹו","p2","pl","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
303,"Daniel",3,26,"NPQ[","(i_nun)",,"N@P:QIJN",,"נָֽפְקִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
304,"Daniel",3,27,"KNC[","(regular)",,"MIT:K.AN.:CIJN",,"מִֽתְכַּנְּשִׁין","unknown","pl","m","ptca","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
305,"Daniel",3,27,"XZH[","(iii_he,i_guttural)",,"X@ZAJIN",,"חָזַיִן","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
306,"Daniel",3,27,"CLV[","(regular)",,"C:L;V",,"שְׁלֵט","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
307,"Daniel",3,27,"XRK[","(i_guttural,ii_guttural)",,"HIT:X@RAK:",,"הִתְחָרַךְ","p3","sg","m","perf","htpa","unknown","unknown","unknown","p2","sg","m","impv","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,
308,"Daniel",3,27,"CNH[","(iii_he)",,"C:NOW",,"שְׁנֹו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
309,"Daniel",3,27,"<DH[","(iii_he,i_guttural)",,"<:AD@T",,"עֲדָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
310,"Daniel",3,28,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
311,"Daniel",3,28,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
312,"Daniel",3,28,"BRK[","(ii_guttural)",,"B.:RIJK:",,"בְּרִיךְ","unknown","sg","m","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
313,"Daniel",3,28,"CLX[","(iii_guttural)",,"C:LAX",,"שְׁלַח","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
314,"Daniel",3,28,"JZB[","(i_waw)",,"C;JZIB",,"שֵׁיזִב","p3","sg","m","perf","shaf","unknown","unknown","unknown","p2","sg","m","impv","shaf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
315,"Daniel",3,28,"RXY[","(i_guttural,ii_guttural)",,"HIT:R:XIYW.",,"הִתְרְחִצוּ","p3","pl","m","perf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
316,"Daniel",3,28,"CNH[","(iii_he)",,"CAN.IJW",,"שַׁנִּיו","p3","pl","m","perf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
317,"Daniel",3,28,"JHB[","(i_waw,ii_guttural)",,"JHABW.",,"יהַבוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
318,"Daniel",3,28,"PLX[","(iii_guttural)",,"JIP:L:XW.N",,"יִפְלְחוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
319,"Daniel",3,28,"SGD[","(regular)",,"JIS:G.:DW.N",,"יִסְגְּדוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
320,"Daniel",3,29,"FJM[","(ii_yod)",,"FIJM",,"שִׂים","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
321,"Daniel",3,29,">MR[","(i_aleph)",,"J;>MAR",,"יֵאמַר","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
322,"Daniel",3,29,"<BD[","(i_guttural)",,"JIT:<:AB;D",,"יִתְעֲבֵד","p3","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
323,"Daniel",3,29,"CWH[","(iii_he)",,"JIC:T.AW.;H",,"יִשְׁתַּוֵּה","p3","sg","m","impf","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
324,"Daniel",3,29,"JKL[","(i_waw)",,"JIK.UL",,"יִכֻּל","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
325,"Daniel",3,29,"NYL[","(i_nun)",,"HAY.@L@H",,"הַצָּלָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
326,"Daniel",3,30,"YLX[","(iii_guttural)",,"HAY:LAX",,"הַצְלַח","p3","sg","m","perf","haf","unknown","unknown","unknown","p2","sg","m","impv","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
327,"Daniel",3,31,"DWR[","(ii_waw,iii_guttural)",,"*D>RJN",,"דארין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
328,"Daniel",3,31,"FG>[","(iii_aleph)",,"JIF:G.;75>",,"יִשְׂגֵּֽא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
329,"Daniel",3,32,"<BD[","(i_guttural)",,"<:ABAD",,"עֲבַד","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
330,"Daniel",3,32,"CPR[","(iii_guttural)",,"C:PAR",,"שְׁפַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
331,"Daniel",3,32,"XWH[","(iii_he,i_guttural)",,"HAX:AW@J@75H",,"הַחֲוָיָֽה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
332,"Daniel",4,1,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
333,"Daniel",4,2,"XZH[","(iii_he,i_guttural)",,"X:AZ;JT",,"חֲזֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
334,"Daniel",4,2,"DXL[","(ii_guttural)",,"JDAX:ALIN.ANIJ",,"ידַחֲלִנַּנִי","p3","sg","m","impf","pael","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
335,"Daniel",4,2,"BHL[","(ii_guttural)",,"J:BAH:ALUN.A75NIJ",,"יְבַהֲלֻנַּֽנִי","p3","pl","m","impf","pael","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
336,"Daniel",4,3,"FJM[","(ii_yod)",,"FIJM",,"שִׂים","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
337,"Daniel",4,3,"<LL[","(geminate,i_guttural)",,"HAN:<@L@H",,"הַנְעָלָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
338,"Daniel",4,3,"JD<[","(i_waw,iii_guttural)",,"J:HOWD:<UN.A75NIJ",,"יְהֹֽודְעֻנַּֽנִי","p3","pl","m","impf","haf","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
339,"Daniel",4,4,"<LL[","(geminate,i_guttural)",,"*<LLJN",,"עללין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
340,"Daniel",4,4,"GZR[","(iii_guttural)",,"G@Z:RAJ.@>",,"גָזְרַיָּא","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
341,"Daniel",4,4,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
342,"Daniel",4,4,"JD<[","(i_waw,iii_guttural)",,"M:HOWD:<IJN",,"מְהֹודְעִין","unknown","pl","m","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
343,"Daniel",4,5,"<LL[","(geminate,i_guttural)",,"<AL",,"עַל","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
344,"Daniel",4,5,">MR[","(i_aleph)",,">AM:R;75T",,"אַמְרֵֽת","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
345,"Daniel",4,6,"JD<[","(i_waw,iii_guttural)",,"JID:<;T",,"יִדְעֵת","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
346,"Daniel",4,6,">NS[","(i_guttural)",,">@N;S",,"אָנֵס","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
347,"Daniel",4,6,"XZH[","(iii_he,i_guttural)",,"X:AZ;JT",,"חֲזֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
348,"Daniel",4,6,">MR[","(i_aleph)",,">:EMA75R",,"אֱמַֽר","p2","sg","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
349,"Daniel",4,7,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
350,"Daniel",4,7,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
351,"Daniel",4,8,"RBH[","(iii_he,i_guttural)",,"R:B@H",,"רְבָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
352,"Daniel",4,8,"TQP[","(regular)",,"T:QIP",,"תְקִף","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
353,"Daniel",4,8,"MV>[","(iii_aleph)",,"JIM:V;>",,"יִמְטֵא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
354,"Daniel",4,9,"VLL[","(geminate)",,"T.AV:L;L",,"תַּטְלֵל","p3","sg","f","impf","haf","unknown","unknown","unknown","p2","sg","m","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
355,"Daniel",4,9,"DWR[","(ii_waw,iii_guttural)",,"*JDRWN",,"ידרון","p3","pl","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
356,"Daniel",4,9,"ZWN[","(ii_waw)",,"JIT.:ZIJN",,"יִתְּזִין","p3","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
357,"Daniel",4,10,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
358,"Daniel",4,10,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
359,"Daniel",4,10,"NXT[","(i_nun,ii_guttural)",,"N@XI75T",,"נָחִֽת","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
360,"Daniel",4,11,"QR>[","(iii_aleph,ii_guttural)",,"Q@R;>",,"קָרֵא","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
361,"Daniel",4,11,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
362,"Daniel",4,11,"GDD[","(geminate)",,"G.OD.W.",,"גֹּדּוּ","p2","pl","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
363,"Daniel",4,11,"QYY[","(geminate)",,"QAY.IYW.",,"קַצִּצוּ","p2","pl","m","impv","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
364,"Daniel",4,11,"NTR[","(i_nun,iii_guttural)",,">AT.ARW.",,"אַתַּרוּ","p2","pl","m","impv","afel","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
365,"Daniel",4,11,"BDR[","(iii_guttural)",,"BAD.ARW.",,"בַדַּרוּ","p2","pl","m","impv","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
366,"Daniel",4,11,"NWD[","(i_nun,ii_waw)",,"T.:NUD",,"תְּנֻד","p3","sg","f","impf","peal","unknown","unknown","unknown","p2","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
367,"Daniel",4,12,"CBQ[","(regular)",,"C:BUQW.",,"שְׁבֻקוּ","p2","pl","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
368,"Daniel",4,12,"YB<[","(iii_guttural)",,"JIY:VAB.A<",,"יִצְטַבַּע","p3","sg","m","impf","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
369,"Daniel",4,13,"CNH[","(iii_he)",,"J:CAN.OWN",,"יְשַׁנֹּון","p3","pl","m","impf","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
370,"Daniel",4,13,"JHB[","(i_waw,ii_guttural)",,"JIT:J:HIB",,"יִתְיְהִב","p3","sg","m","impf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
371,"Daniel",4,13,"XLP[","(i_guttural)",,"JAX:L:PW.N",,"יַחְלְפוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
372,"Daniel",4,14,"JD<[","(i_waw,iii_guttural)",,"JIN:D.:<W.N",,"יִנְדְּעוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
373,"Daniel",4,14,"YBH[","(iii_he)",,"JIY:B.;>",,"יִצְבֵּא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
374,"Daniel",4,14,"NTN[","(i_nun)",,"JIT.:NIN.AH.",,"יִתְּנִנַּהּ","p3","sg","m","impf","peal","p3","sg","f",,,,,,,,,,,,,,,,,,,,,,,,
375,"Daniel",4,14,"QWM[","(ii_waw)",,"J:QIJM",,"יְקִים","p3","sg","m","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
376,"Daniel",4,15,"XZH[","(iii_he,i_guttural)",,"X:AZ;JT",,"חֲזֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
377,"Daniel",4,15,">MR[","(i_aleph)",,">:EMAR",,"אֱמַר","p2","sg","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
378,"Daniel",4,15,"JKL[","(i_waw)",,"J@K:LIJN",,"יָכְלִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
379,"Daniel",4,15,"JD<[","(i_waw,iii_guttural)",,"HOWD@<UTANIJ",,"הֹודָעֻתַנִי","unknown","unknown","unknown","infc","haf","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
380,"Daniel",4,15,"KHL[","(ii_guttural)",,"K.@H;L",,"כָּהֵל","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
381,"Daniel",4,16,"CMM[","(geminate)",,">EC:T.OWMAM",,"אֶשְׁתֹּומַם","p3","sg","m","perf","etpa","unknown","unknown","unknown","p2","sg","m","impv","etpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,
382,"Daniel",4,16,"BHL[","(ii_guttural)",,"J:BAH:ALUN.;H.",,"יְבַהֲלֻנֵּהּ","p3","pl","m","impf","pael","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
383,"Daniel",4,16,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
384,"Daniel",4,16,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
385,"Daniel",4,16,"BHL[","(ii_guttural)",,"J:BAH:AL@K:",,"יְבַהֲלָךְ","p3","sg","m","impf","pael","p2","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
386,"Daniel",4,16,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
387,"Daniel",4,16,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
388,"Daniel",4,16,"FN>[","(iii_aleph)",,"*FN>JK",,"שׂנאיך","unknown","pl","m","ptca","peal","p2","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
389,"Daniel",4,17,"XZH[","(iii_he,i_guttural)",,"X:AZAJ:T@",,"חֲזַיְתָ","p2","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
390,"Daniel",4,17,"RBH[","(iii_he,i_guttural)",,"R:B@H",,"רְבָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
391,"Daniel",4,17,"TQP[","(regular)",,"T:QIP",,"תְקִף","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
392,"Daniel",4,17,"MV>[","(iii_aleph)",,"JIM:V;>",,"יִמְטֵא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
393,"Daniel",4,18,"DWR[","(ii_waw,iii_guttural)",,"T.:DW.R",,"תְּדוּר","p3","sg","f","impf","peal","unknown","unknown","unknown","p2","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
394,"Daniel",4,18,"CKN[","(regular)",,"JIC:K.:N@N",,"יִשְׁכְּנָן","p3","pl","f","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
395,"Daniel",4,19,"RBH[","(iii_he,i_guttural)",,"R:BAJT",,"רְבַית","p2","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
396,"Daniel",4,19,"TQP[","(regular)",,"T:Q;P:T.:",,"תְקֵפְתְּ","p2","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
397,"Daniel",4,19,"RBH[","(iii_he,i_guttural)",,"R:B@T",,"רְבָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
398,"Daniel",4,19,"MV>[","(iii_aleph)",,"M:V@T",,"מְטָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
